#,VIB ID,Equipment ID,Point (unmatched only),Date,Horizontal (mm/s),Vertical (mm/s),Axial (mm/s),Gear (mm/s)
1088,Vb-462.FN400-FNDE-RMS,462.FN400,,2024-12-25,1.21,0.75,1.03,
1089,Vb-462.FN400-FNDE-RMS,462.FN400,,2025-01-16,2.81,1.21,1.37,
1090,Vb-462.FN400-MDE-RMS,462.FN400,,2024-12-25,0.9,0.62,0.54,
1091,Vb-462.FN400-MDE-RMS,462.FN400,,2025-01-16,1.14,0.8,0.27,
1092,Vb-462.FN400-MNDE-RMS,462.FN400,,2024-12-25,0.58,0.22,0.36,
1093,Vb-462.FN400-MNDE-RMS,462.FN400,,2025-01-16,1.55,0.31,0.24,
1094,Vb-432.FN560-MDE-RMS,432.FN560,,2025-01-12,2.19,1.8,0.97,
1095,Vb-432.FN560-MNDE-RMS,432.FN560,,2025-01-12,1.5,2.1,0.93,
1096,Vb-452.FN010-FDE-RMS,452.FN010,,2025-01-12,0.35,0.43,0.24,
1097,Vb-452.FN010-FNDE-RMS,452.FN010,,2025-01-12,0.59,0.27,0.4,
1098,Vb-452.FN010-MDE-RMS,452.FN010,,2025-01-12,0.43,0.28,0.16,
1099,Vb-452.FN010-MNDE-RMS,452.FN010,,2025-01-12,0.29,0.12,0.11,
1100,Vb-322.MD140-GBHSS0,322.MD140,,2024-12-25,,,,1.22
1101,Vb-322.MD140-GBHSS0,322.MD140,,2025-01-13,,,,0.18
1102,Vb-322.MD140-GBHSS1,322.MD140,,2024-12-25,,,,1.2
1103,Vb-322.MD140-GBHSS1,322.MD140,,2025-01-13,,,,0.38
1104,Vb-322.MD140-GBHSS6,322.MD140,,2024-12-25,,,,1.61
1105,Vb-322.MD140-GBHSS6,322.MD140,,2025-01-13,,,,0.12
1106,Vb-322.MD140-MDE-RMS,322.MD140,,2024-12-25,1.55,1.24,0.8,
1107,Vb-322.MD140-MDE-RMS,322.MD140,,2025-01-13,0.68,0.57,0.26,
1108,Vb-322.MD140-MNDE-RMS,322.MD140,,2024-12-25,1.55,1.09,1,
1109,Vb-322.MD140-MNDE-RMS,322.MD140,,2025-01-13,0.68,0.41,0.43,
1110,Vb-322.MD140-RG2,322.MD140,,2024-12-25,,,,2.08
1111,Vb-322.MD140-RG2,322.MD140,,2025-01-13,,,,2.35
1112,Vb-322.MD140-RG3,322.MD140,,2024-12-25,,,,0.84
1113,Vb-322.MD140-RG3,322.MD140,,2025-01-13,,,,0.98
1114,Vb-322.MD140-RG4,322.MD140,,2024-12-25,,,,2.21
1115,Vb-322.MD140-RG4,322.MD140,,2025-01-13,,,,2.2
1116,Vb-322.MD140-RG5,322.MD140,,2024-12-25,,,,0.99
1117,Vb-322.MD140-RG5,322.MD140,,2025-01-13,,,,0.91
1118,Vb-322.FN400-FDE-RMS,322.FN400,,2024-12-25,0.89,1.49,1.82,
1119,Vb-322.FN400-FDE-RMS,322.FN400,,2025-01-13,0.91,0.82,2.04,
1120,Vb-322.FN400-FNDE-RMS,322.FN400,,2024-12-25,0.98,0.68,1.74,
1121,Vb-322.FN400-FNDE-RMS,322.FN400,,2025-01-13,0.92,0.75,2.27,
1122,Vb-322.FN400-MDE-RMS,322.FN400,,2024-12-25,1.76,1.91,0.34,
1123,Vb-322.FN400-MDE-RMS,322.FN400,,2025-01-13,2.26,1.97,0.27,
1124,Vb-322.FN400-MNDE-RMS,322.FN400,,2024-12-25,1.27,0.54,0.42,
1125,Vb-322.FN400-MNDE-RMS,322.FN400,,2025-01-13,2.12,1.3,0.39,
1126,,322.MD152,Motor DE,2025-01-01,0.82,0.85,0.53,
1127,,322.MD152,Motor NDE,2025-01-01,0.84,0.82,0.78,
1128,,322.MD152,Shaft 1 inboard DE,2025-01-01,1.03,0.99,0.58,
1129,,322.MD152,Shaft 1 Outboard NDE,2025-01-01,0.92,0.7,0.95,
1130,,322.MD152,Shaft 2 inboard DE,2025-01-01,1.11,0.87,0.83,
1131,,322.MD152,Shaft 2  outboard NDE,2025-01-01,1.18,0.53,0.63,
1132,Vb-322.FN125-FDE-RMS,322.FN125,,2024-12-25,11.93,5.21,7.89,
1133,Vb-322.FN125-FDE-RMS,322.FN125,,2025-01-13,5.88,5.17,6.48,
1134,Vb-322.FN125-FNDE-RMS,322.FN125,,2024-12-25,4.17,3.97,5.73,
1135,Vb-322.FN125-FNDE-RMS,322.FN125,,2025-01-13,3.91,4.37,6.07,
1136,Vb-322.FN125-MDE-RMS,322.FN125,,2024-12-25,2.88,,,
1137,Vb-322.FN125-MDE-RMS,322.FN125,,2025-01-13,3.1,4.69,,
1138,Vb-322.FN125-MNDE-RMS,322.FN125,,2024-12-25,6.34,5.52,5.16,
1139,Vb-322.FN125-MNDE-RMS,322.FN125,,2025-01-13,8.29,6.98,7.45,
1140,Vb-533.MD302-MDE-RMS,533.MD302,,2024-12-11,10.32,6.42,1.71,
1141,Vb-533.MD302-MDE-RMS,533.MD302,,2024-12-24,2.47,1.08,0.55,
1142,Vb-533.MD302-MDE-RMS,533.MD302,,2024-12-25,7.39,3.74,1.26,
1143,Vb-533.MD302-MDE-RMS,533.MD302,,2025-01-10,3.48,2.22,0.93,
1144,Vb-533.MD302-MDE-RMS,533.MD302,,2025-01-15,2.67,1.85,1.12,
1145,Vb-533.MD302-MNDE-RMS,533.MD302,,2024-12-11,13.2,7.49,4.77,
1146,Vb-533.MD302-MNDE-RMS,533.MD302,,2024-12-24,2.02,1.65,,
1147,Vb-533.MD302-MNDE-RMS,533.MD302,,2024-12-25,8.69,4.32,,
1148,Vb-533.MD302-MNDE-RMS,533.MD302,,2025-01-10,3.29,3.41,1.76,
1149,Vb-533.MD302-MNDE-RMS,533.MD302,,2025-01-15,3.07,2.72,0.89,
1150,Vb-533.MD302-S1DE-RMS,533.MD302,,2024-12-11,11.07,6.74,1.57,
1151,Vb-533.MD302-S1DE-RMS,533.MD302,,2024-12-24,1.85,1.33,0.49,
1152,Vb-533.MD302-S1DE-RMS,533.MD302,,2024-12-25,6.89,4.39,1.38,
1153,Vb-533.MD302-S1DE-RMS,533.MD302,,2025-01-10,2.63,1.86,1.04,
1154,Vb-533.MD302-S1DE-RMS,533.MD302,,2025-01-15,2.63,2,1.33,
1155,Vb-533.MD302-S1NDE-RMS,533.MD302,,2024-12-11,12.93,5.93,1.36,
1156,Vb-533.MD302-S1NDE-RMS,533.MD302,,2024-12-24,1.85,0.97,0.43,
1157,Vb-533.MD302-S1NDE-RMS,533.MD302,,2024-12-25,6.17,3.39,1.13,
1158,Vb-533.MD302-S1NDE-RMS,533.MD302,,2025-01-10,2.45,1.52,0.9,
1159,Vb-533.MD302-S1NDE-RMS,533.MD302,,2025-01-15,2.51,2.23,0.88,
1160,Vb-533.MD302-S2DE-RMS,533.MD302,,2024-12-11,12.62,5.69,4.21,
1161,Vb-533.MD302-S2DE-RMS,533.MD302,,2024-12-24,1.38,1.29,0.54,
1162,Vb-533.MD302-S2DE-RMS,533.MD302,,2024-12-25,6.64,3.38,1.86,
1163,Vb-533.MD302-S2DE-RMS,533.MD302,,2025-01-10,2.59,1.95,1.06,
1164,Vb-533.MD302-S2DE-RMS,533.MD302,,2025-01-15,2.55,2.32,1.86,
1165,Vb-533.MD302-S2NDE-RMS,533.MD302,,2024-12-11,12.31,6.01,1.03,
1166,Vb-533.MD302-S2NDE-RMS,533.MD302,,2024-12-24,2.46,1.03,0.64,
1167,Vb-533.MD302-S2NDE-RMS,533.MD302,,2024-12-25,7.22,3.48,0.86,
1168,Vb-533.MD302-S2NDE-RMS,533.MD302,,2025-01-10,3.63,1.59,0.69,
1169,Vb-533.MD302-S2NDE-RMS,533.MD302,,2025-01-15,2.64,2.24,0.65,
1170,Vb-534.MD302-MDE-RMS,534.MD302,,2024-12-16,5.06,4.62,1.54,
1171,Vb-534.MD302-MDE-RMS,534.MD302,,2025-01-15,6.13,4.5,1.29,
1172,Vb-534.MD302-MNDE-RMS,534.MD302,,2024-12-16,4.35,6.07,2.66,
1173,Vb-534.MD302-MNDE-RMS,534.MD302,,2025-01-15,5.91,5.14,1.37,
1174,Vb-534.MD302-S1DE-RMS,534.MD302,,2024-12-16,3.74,2.66,1.55,
1175,Vb-534.MD302-S1DE-RMS,534.MD302,,2025-01-15,2.58,4.23,1.29,
1176,Vb-534.MD302-S1NDE-RMS,534.MD302,,2024-12-16,3.85,3.01,1.21,
1177,Vb-534.MD302-S1NDE-RMS,534.MD302,,2025-01-15,3.72,3.96,2.09,
1178,Vb-534.MD302-S2DE-RMS,534.MD302,,2024-12-16,3.36,2.36,0.81,
1179,Vb-534.MD302-S2DE-RMS,534.MD302,,2025-01-15,2.86,4.02,0.96,
1180,Vb-534.MD302-S2NDE-RMS,534.MD302,,2024-12-16,3.86,2.61,0.72,
1181,Vb-534.MD302-S2NDE-RMS,534.MD302,,2025-01-15,2.56,4.64,0.99,
1182,Vb-533.FN350-FDE-RMS,533.FN350,,2024-12-17,4.3,1.86,2.98,
1183,Vb-533.FN350-FDE-RMS,533.FN350,,2024-12-30,0.98,0.53,0.69,
1184,Vb-533.FN350-FDE-RMS,533.FN350,,2025-01-10,1.05,0.62,0.87,
1185,Vb-533.FN350-FNDE-RMS,533.FN350,,2024-12-17,3.66,2.07,2.66,
1186,Vb-533.FN350-FNDE-RMS,533.FN350,,2024-12-30,0.85,0.78,0.59,
1187,Vb-533.FN350-FNDE-RMS,533.FN350,,2025-01-10,0.83,0.87,0.44,
1188,Vb-533.FN350-MDE-RMS,533.FN350,,2024-12-17,1.49,0.78,0.91,
1189,Vb-533.FN350-MDE-RMS,533.FN350,,2024-12-30,0.83,0.55,0.68,
1190,Vb-533.FN350-MDE-RMS,533.FN350,,2025-01-10,0.84,0.58,0.27,
1191,Vb-533.FN350-MNDE-RMS,533.FN350,,2024-12-17,0.86,1.13,0.46,
1192,Vb-533.FN350-MNDE-RMS,533.FN350,,2024-12-30,0.62,0.59,0.39,
1193,Vb-533.FN350-MNDE-RMS,533.FN350,,2025-01-10,0.62,0.7,0.61,
1194,Vb-534.FN350-FDE-RMS,534.FN350,,2024-12-17,1.84,1.29,0.86,
1195,Vb-534.FN350-FDE-RMS,534.FN350,,2025-01-07,1.39,,,
1196,Vb-534.FN350-FDE-RMS,534.FN350,,2025-01-10,1.82,0.67,0.95,
1197,Vb-534.FN350-FNDE-RMS,534.FN350,,2024-12-17,1.5,0.64,0.48,
1198,Vb-534.FN350-FNDE-RMS,534.FN350,,2025-01-10,1.57,1.07,0.46,
1199,Vb-534.FN350-MDE-RMS,534.FN350,,2024-12-17,0.99,0.68,0.46,
1200,Vb-534.FN350-MDE-RMS,534.FN350,,2025-01-07,0.83,0.59,0.42,
1201,Vb-534.FN350-MDE-RMS,534.FN350,,2025-01-10,0.99,0.63,0.37,
1202,Vb-534.FN350-MNDE-RMS,534.FN350,,2024-12-17,1,1.13,0.51,
1203,Vb-534.FN350-MNDE-RMS,534.FN350,,2025-01-07,0.79,0.5,0.52,
1204,Vb-534.FN350-MNDE-RMS,534.FN350,,2025-01-10,0.94,0.47,0.46,
1205,Vb-533.FN530-FDE-RMS,533.FN530,,2024-12-16,5.71,2.88,2.55,
1206,Vb-533.FN530-FDE-RMS,533.FN530,,2025-01-10,8.76,10.9,1.97,
1207,Vb-533.FN530-FNDE-RMS,533.FN530,,2024-12-16,9.41,4.79,2.7,
1208,Vb-533.FN530-FNDE-RMS,533.FN530,,2025-01-10,16.75,16,1.82,
1209,Vb-533.FN530-MDE-RMS,533.FN530,,2024-12-16,1.89,3.2,2.37,
1210,Vb-533.FN530-MDE-RMS,533.FN530,,2025-01-10,1.27,2.7,1.37,
1211,Vb-533.FN530-MNDE-RMS,533.FN530,,2024-12-16,4.07,3.18,2.11,
1212,Vb-533.FN530-MNDE-RMS,533.FN530,,2025-01-10,6.85,1.75,2.35,
1213,Vb-534.FN530-FDE-RMS,534.FN530,,2024-12-16,3.39,3.48,3.8,
1214,Vb-534.FN530-FDE-RMS,534.FN530,,2025-01-10,9.7,3.98,3.94,
1215,Vb-534.FN530-FNDE-RMS,534.FN530,,2024-12-16,7.94,9.43,4.13,
1216,Vb-534.FN530-FNDE-RMS,534.FN530,,2025-01-10,14.85,10.23,4.15,
1217,Vb-534.FN530-MDE-RMS,534.FN530,,2024-12-16,2.54,5.44,3.34,
1218,Vb-534.FN530-MDE-RMS,534.FN530,,2025-01-10,2.93,4.77,1.83,
1219,Vb-534.FN530-MNDE-RMS,534.FN530,,2024-12-16,6.09,3.34,3.59,
1220,Vb-534.FN530-MNDE-RMS,534.FN530,,2025-01-10,5.88,2.34,2.83,
1221,,351.BL115,BL DE,2025-02-03,6.87,5.94,4.24,
1222,,351.BL115,BL NDE,2025-02-03,8.02,7.46,4.73,
1223,,351.BL115,Motor DE,2025-02-03,4.5,3.29,2.05,
1224,,351.BL115,Motor NDE,2025-02-03,3.25,3.37,4,
1225,Vb-612.BL300-BLDE-RMS,612.BL300,,2025-02-19,4.12,4.19,6.5,
1226,Vb-612.BL300-BLNDE-RMS,612.BL300,,2025-02-19,8.19,8.57,5.8,
1227,Vb-612.BL300-MDE-RMS,612.BL300,,2025-02-19,7.14,2.65,7.57,
1228,Vb-612.BL300-MNDE-RMS,612.BL300,,2025-02-19,3.37,4.86,8.38,
1229,Vb-341.BL300-BLDE-RMS,341.BL300,,2025-02-03,3.22,2.49,3.76,
1230,Vb-341.BL300-BLNDE-RMS,341.BL300,,2025-02-03,3.87,3.98,3.7,
1231,Vb-341.BL300-MDE-RMS,341.BL300,,2025-02-03,2.08,7.07,11.5,
1232,Vb-341.BL300-MNDE-RMS,341.BL300,,2025-02-03,6.36,2.49,12.25,
1233,Vb-341.BL305-BLDE-RMS,341.BL305,,2025-02-03,4.29,3.42,3.74,
1234,Vb-341.BL305-BLNDE-RMS,341.BL305,,2025-02-03,5.96,5.18,3.89,
1235,Vb-341.BL305-MDE-RMS,341.BL305,,2025-02-03,3.56,5.99,7.27,
1236,Vb-341.BL305-MNDE-RMS,341.BL305,,2025-02-03,3.45,2.83,6.29,
1237,Vb-341.BL310-BLDE-RMS,341.BL310,,2025-02-03,5.57,2.98,4.97,
1238,Vb-341.BL310-BLNDE-RMS,341.BL310,,2025-01-27,5.13,3.85,6.26,
1239,Vb-341.BL310-MDE-RMS,341.BL310,,2025-02-03,5.63,2.32,4.36,
1240,Vb-341.BL310-MNDE-RMS,341.BL310,,2025-02-03,5.57,7.13,7.09,
1241,Vb-465.BL580-BLDE-RMS,465.BL580,,2025-02-04,7.35,10.96,6.87,
1242,Vb-465.BL580-BLNDE-RMS,465.BL580,,2025-02-04,5.32,5.27,6.03,
1243,Vb-465.BL580-MDE-RMS,465.BL580,,2025-02-04,2.76,2.71,2.17,
1244,Vb-465.BL580-MNDE-RMS,465.BL580,,2025-02-04,1.82,2.44,2.47,
1245,Vb-465.BL630-BLDE-RMS,465.BL630,,2025-02-04,2.23,3.76,4.24,
1246,Vb-465.BL630-BLNDE-RMS,465.BL630,,2025-02-04,2.84,3.09,4.09,
1247,Vb-465.BL630-MDE-RMS,465.BL630,,2025-02-04,2.17,1.39,1.41,
1248,Vb-465.BL630-MNDE-RMS,465.BL630,,2025-02-04,2.78,2.35,2.59,
1249,Vb-461.FN450-FDE-RMS,461.FN450,,2025-02-12,0.22,0.1,0.16,
1250,Vb-461.FN450-FNDE-RMS,461.FN450,,2025-02-12,0.2,0.5,0.49,
1251,Vb-461.FN450-MDE-RMS,461.FN450,,2025-02-12,0.22,0.15,0.14,
1252,Vb-461.FN450-MNDE-RMS,461.FN450,,2025-02-12,0.2,0.08,0.13,
1253,Vb-341.BE040-MDE-RMS,341.BE040,,2025-02-18,1.43,1.34,1.71,
1254,Vb-341.BE040-MNDE-RMS,341.BE040,,2025-02-18,3.73,2.67,1.8,
1255,Vb-341.BE040-S1NDE-RMS,341.BE040,,2025-02-18,1.51,1.28,1.25,
1256,Vb-341.BE040-S2NDE-RMS,341.BE040,,2025-02-18,1.49,1.35,1.2,
1257,Vb-341.BE040-S3DE-RMS,341.BE040,,2025-02-18,1.34,1.7,1.25,
1258,Vb-341.BE040-S3NDE-RMS,341.BE040,,2025-02-18,1.45,1.68,1.39,
1259,Vb-351.BE340-MDE-RMS,351.BE340,,2025-02-05,1.59,1.29,1.12,
1260,Vb-351.BE340-MNDE-RMS,351.BE340,,2025-02-05,2.31,2.45,2.22,
1261,Vb-351.BE340-S1NDE-RMS,351.BE340,,2025-02-05,1.03,1.57,1.27,
1262,Vb-351.BE340-S2NDE-RMS,351.BE340,,2025-02-05,1.34,1.78,1.15,
1263,Vb-351.BE340-S3DE-RMS,351.BE340,,2025-02-05,0.81,1.97,0.78,
1264,Vb-351.BE340-S3NDE-RMS,351.BE340,,2025-02-05,0.98,2.36,0.91,
1265,Vb-342.BE041-MDE-RMS,342.BE041,,2025-02-18,1.93,2.72,2.07,
1266,Vb-342.BE041-MNDE-RMS,342.BE041,,2025-02-18,2.87,2.49,2.19,
1267,Vb-342.BE041-S1NDE-RMS,342.BE041,,2025-02-18,1.51,2.06,1.89,
1268,Vb-342.BE041-S2NDE-RMS,342.BE041,,2025-02-18,1.33,1.47,1.22,
1269,Vb-342.BE041-S3DE-RMS,342.BE041,,2025-02-18,1.47,2.12,1.59,
1270,Vb-342.BE041-S3NDE-RMS,342.BE041,,2025-02-18,1.55,1.98,1.6,
1271,Vb-351.BE341-MDE-RMS,351.BE341,,2025-02-05,1.84,1.96,1.16,
1272,Vb-351.BE341-MNDE-RMS,351.BE341,,2025-02-05,1.46,2.62,1.15,
1273,Vb-351.BE341-S1NDE-RMS,351.BE341,,2025-02-05,0.9,1.67,1.32,
1274,Vb-351.BE341-S2NDE-RMS,351.BE341,,2025-02-05,1.01,1.78,0.98,
1275,Vb-351.BE341-S3DE-RMS,351.BE341,,2025-02-05,1.07,1.82,0.84,
1276,Vb-351.BE341-S3NDE-RMS,351.BE341,,2025-02-05,1.33,2.51,1.58,
1277,Vb-451.FN240-FDE-RMS,451.FN240,,2025-02-04,0.71,0.67,0.49,
1278,Vb-451.FN240-FNDE-RMS,451.FN240,,2025-02-04,0.48,0.26,0.21,
1279,Vb-451.FN240-MDE-RMS,451.FN240,,2025-02-04,0.58,0.54,0.4,
1280,Vb-451.FN240-MNDE-RMS,451.FN240,,2025-02-04,0.38,0.4,0.44,
1281,Vb-451.WI111-MDE-RMS,451.WI111,,2025-02-04,9.72,4.1,3.38,
1282,Vb-451.WI111-MNDE-RMS,451.WI111,,2025-02-04,2.23,2.13,2.98,
1283,Vb-451.WI111-PDE-RMS,451.WI111,,2025-02-04,3.8,9.61,4.31,
1284,Vb-451.WI111-PNDE-RMS,451.WI111,,2025-02-04,2.66,3,5.05,
1285,Vb-531.BE220-MDE-RMS,531.BE220,,2025-02-19,7.18,6.69,7.21,
1286,Vb-531.BE220-MNDE-RMS,531.BE220,,2025-02-19,8.89,11.74,6.38,
1287,Vb-531.BE220-S1DE-RMS,531.BE220,,2025-02-19,4.11,7.1,6.5,
1288,Vb-531.BE220-S2DE-RMS,531.BE220,,2025-02-19,6.48,5.33,3.06,
1289,Vb-531.BE220-S2NDE-RMS,531.BE220,,2025-02-19,5.79,0,8.63,
1290,Vb-532.BE220-MDE-RMS,532.BE220,,2025-02-19,4.06,5.87,4.74,
1291,Vb-532.BE220-MNDE-RMS,532.BE220,,2025-02-19,6.74,13.81,5.8,
1292,,532.BE220,Shaft 1 inboard  DE,2025-02-19,2.42,5.75,5.23,
1293,,532.BE220,Shaft 2  inboard  DE,2025-02-19,4.45,3.21,2.27,
1294,,532.BE220,Shaft 2  outboard NDE,2025-02-19,4.98,3.65,3.1,
1295,Vb-531.MD140-MDE-RMS,531.MD140,,2025-02-18,1.44,1.75,0.6,
1296,Vb-531.MD140-MNDE-RMS,531.MD140,,2025-02-18,0.78,0.71,0.63,
1297,Vb-531.MD140-S1DE-RMS,531.MD140,,2025-02-18,5.73,5.79,3.38,
1298,Vb-531.MD140-S1NDE-RMS,531.MD140,,2025-02-18,4.72,2.74,5.13,
1299,Vb-531.MD140-S2DE-RMS,531.MD140,,2025-02-18,2.88,2.81,2.9,
1300,Vb-531.MD140-S2NDE-RMS,531.MD140,,2025-02-18,1.82,3.21,3.65,
1301,Vb-531.MD140-S3DE-RMS,531.MD140,,2025-02-18,2.29,3.09,1.91,
1302,Vb-531.MD140-S3NDE-RMS,531.MD140,,2025-02-18,2.52,2.63,4.72,
1303,Vb-531.MD140-S4DE-RMS,531.MD140,,2025-02-18,2.95,2.31,3.4,
1304,Vb-531.MD140-S4NDE-RMS,531.MD140,,2025-02-18,1.91,2.95,2.73,
1305,Vb-532.MD140-MDE-RMS,532.MD140,,2025-02-18,1.37,1.55,1.1,
1306,Vb-532.MD140-MNDE-RMS,532.MD140,,2025-02-18,0.93,0.89,0.79,
1307,Vb-532.MD140-S1DE-RMS,532.MD140,,2025-02-18,6,5.71,3.8,
1308,Vb-532.MD140-S1NDE-RMS,532.MD140,,2025-02-18,3.18,3.56,4.29,
1309,Vb-532.MD140-S2DE-RMS,532.MD140,,2025-02-18,3.16,2.85,3.08,
1310,Vb-532.MD140-S2NDE-RMS,532.MD140,,2025-02-18,2.02,3.32,3.17,
1311,Vb-532.MD140-S3DE-RMS,532.MD140,,2025-02-18,2.96,3.12,3.08,
1312,Vb-532.MD140-S3NDE-RMS,532.MD140,,2025-02-18,2.14,2.12,4.34,
1313,Vb-532.MD140-S4DE-RMS,532.MD140,,2025-02-18,3.09,3.15,3.6,
1314,Vb-532.MD140-S4NDE-RMS,532.MD140,,2025-02-18,2.23,3.03,2.2,
1315,Vb-341.FN315-FDE-RMS,341.FN315,,2025-01-26,4.7,2.14,4.41,
1316,Vb-341.FN315-FNDE-RMS,341.FN315,,2025-01-26,3.93,2.14,4.78,
1317,Vb-341.FN315-MDE-RMS,341.FN315,,2025-01-26,3.93,2.76,,
1318,Vb-341.FN315-MNDE-RMS,341.FN315,,2025-01-26,2.5,4.25,2.49,
1319,Vb-341.FN316-FDE-RMS,341.FN316,,2025-02-05,7.41,4.31,6.01,
1320,Vb-341.FN316-FNDE-RMS,341.FN316,,2025-02-05,8.12,6.11,6.27,
1321,Vb-341.FN316-MDE-RMS,341.FN316,,2025-02-05,5.29,8.3,,
1322,Vb-341.FN316-MNDE-RMS,341.FN316,,2025-02-05,5.88,10.99,8.37,
1323,Vb-441.CR400-CRDE-RMS,441.CR400,,2025-02-02,1.78,1.94,1.11,
1324,Vb-441.CR400-CRNDE-RMS,441.CR400,,2025-02-02,1.23,1.32,1.08,
1325,Vb-441.CR400-MDE-RMS,441.CR400,,2025-02-02,1.06,1.16,1.17,
1326,Vb-441.CR400-MNDE-RMS,441.CR400,,2025-02-02,1.05,0.9,1.1,
1327,Vb-461.MD140-MDE-RMS,461.MD140,,2025-02-12,0.58,0.42,0.45,
1328,Vb-461.MD140-MNDE-RMS,461.MD140,,2025-02-12,0.41,0.32,0.28,
1329,Vb-461.MD140-PHSS-RMS,461.MD140,,2025-02-12,0.59,0.49,0.98,
1330,Vb-461.MD140-RGT-RMS,461.MD140,,2025-02-12,1.08,0.71,1.11,
1331,Vb-461.FN125-FDE-RMS,461.FN125,,2025-02-12,3.28,4.12,4.96,
1332,Vb-461.FN125-FNDE-RMS,461.FN125,,2025-02-12,4.54,3.95,6.3,
1333,Vb-461.FN125-MDE-RMS,461.FN125,,2025-02-12,3.63,3.83,,
1334,Vb-461.FN125-MNDE-RMS,461.FN125,,2025-01-29,,,3.4,
1335,Vb-461.FN125-MNDE-RMS,461.FN125,,2025-02-12,1.29,3.85,,
1336,Vb-331.WI210-MDE-RMS,331.WI210,,2025-02-05,4.94,4.26,3.31,
1337,Vb-331.WI210-MNDE-RMS,331.WI210,,2025-02-05,1.83,1.72,0.61,
1338,Vb-331.WI210-PDE-RMS,331.WI210,,2025-02-05,2.07,3.7,0.79,
1339,Vb-331.WI210-PNDE-RMS,331.WI210,,2025-02-05,0.78,0.78,0.89,
1340,Vb-441.FN300-FDE-RMS,441.FN300,,2025-03-03,2.69,2.68,1.86,
1341,Vb-441.FN300-FNDE-RMS,441.FN300,,2025-03-03,4.15,3.9,1.83,
1342,Vb-441.FN300-MDE-RMS,441.FN300,,2025-03-03,1.98,3.16,2.32,
1343,Vb-441.FN300-MNDE-RMS,441.FN300,,2025-03-03,1.92,2.61,2.27,
1344,Vb-441.FN305-FDE-RMS,441.FN305,,2025-03-03,1.54,1.71,0.9,
1345,Vb-441.FN305-FNDE-RMS,441.FN305,,2025-03-03,1.65,1.24,1.04,
1346,Vb-441.FN305-MDE-RMS,441.FN305,,2025-03-03,1.58,2.23,1.98,
1347,Vb-441.FN305-MNDE-RMS,441.FN305,,2025-03-03,1.07,1.51,0.89,
1348,Vb-441.FN310-FDE-RMS,441.FN310,,2025-03-03,1.25,0.72,0.71,
1349,Vb-441.FN310-FNDE-RMS,441.FN310,,2025-03-03,1.35,1.12,0.56,
1350,Vb-441.FN310-MDE-RMS,441.FN310,,2025-03-03,1.84,0.99,0.72,
1351,Vb-441.FN310-MNDE-RMS,441.FN310,,2025-03-03,1.39,1.2,1.11,
1352,Vb-441.FN315-FDE-RMS,441.FN315,,2025-03-03,2.87,1.6,2.24,
1353,Vb-441.FN315-FNDE-RMS,441.FN315,,2025-03-03,5.27,4.88,2.35,
1354,Vb-441.FN315-MDE-RMS,441.FN315,,2025-03-03,3.4,2.33,3.47,
1355,Vb-441.FN315-MNDE-RMS,441.FN315,,2025-03-03,4.49,3.48,1.88,
1356,Vb-441.FN325-FDE-RMS,441.FN325,,2025-03-03,0.76,0.82,1.12,
1357,Vb-441.FN325-FNDE-RMS,441.FN325,,2025-03-03,1.16,1.2,0.89,
1358,Vb-441.FN325-MDE-RMS,441.FN325,,2025-03-03,1.56,1.79,1.97,
1359,Vb-441.FN325-MNDE-RMS,441.FN325,,2025-03-03,1.05,1.69,0.96,
1360,Vb-441.FN335-FDE-RMS,441.FN335,,2025-03-03,2.25,2.26,0.67,
1361,Vb-441.FN335-FNDE-RMS,441.FN335,,2025-03-03,2.63,1.15,0.64,
1362,Vb-441.FN335-MDE-RMS,441.FN335,,2025-03-03,2.39,2.19,0.67,
1363,Vb-441.FN335-MNDE-RMS,441.FN335,,2025-03-03,1.85,1.08,1.21,
1364,Vb-441.FN340-FDE-RMS,441.FN340,,2025-02-02,0.45,0.45,0.37,
1365,Vb-441.FN340-FNDE-RMS,441.FN340,,2025-02-02,0.59,0.58,0.36,
1366,Vb-441.FN340-MDE-RMS,441.FN340,,2025-02-02,0.81,0.92,0.31,
1367,Vb-441.FN340-MNDE-RMS,441.FN340,,2025-02-02,0.47,0.44,0.28,
1368,Vb-441.FN345-FDE-RMS,441.FN345,,2025-02-02,2.43,0.46,0.6,
1369,Vb-441.FN345-FNDE-RMS,441.FN345,,2025-02-02,3.53,1.5,0.69,
1370,Vb-441.FN345-MDE-RMS,441.FN345,,2025-02-02,3.11,2.48,0.78,
1371,Vb-441.FN345-MNDE-RMS,441.FN345,,2025-02-02,3.12,0.52,1.04,
1372,Vb-441.FN350-FDE-RMS,441.FN350,,2025-02-02,0.39,0.59,1.04,
1373,Vb-441.FN350-FNDE-RMS,441.FN350,,2025-02-02,0.66,0.75,0.64,
1374,Vb-441.FN350-MDE-RMS,441.FN350,,2025-02-02,0.66,0.81,0.9,
1375,Vb-441.FN350-MNDE-RMS,441.FN350,,2025-02-02,0.38,0.74,0.52,
1376,Vb-741.CP110-CDE-RMS,741.CP110,,2025-02-04,6.6,6.5,3.38,
1377,Vb-741.CP110-CNDE-RMS,741.CP110,,2025-02-04,5.89,4.95,5.49,
1378,Vb-741.CP110-MDE-RMS,741.CP110,,2025-02-04,2.85,4.61,4.25,
